,state,college,cases,college_size_category,distance_educ_offered,admissions_total,freshmen_enrollment,admissions_men,admissions_women,number_freshmen_submitting_sat,number_freshmen_submitting_act,sat_ebrw_25,sat_ebrw_75,sat_math_25,sat_math_75,act_comp_25,act_comp_75,act_english_25,act_english_75,act_math_25,act_math_75,football_conference,region,status_reopening,stay_at_home_order,large_gatherings,restaurant_limits,bar_closures,face_coverings,class_plan,total_enrollment,percent_infected,greater_than_5
402,Kansas,Newman University,93.0,2.0,1.0,726.0,184.0,244.0,482.0,17.0,171.0,490.0,590.0,495.0,600.0,18.0,25.0,17.0,24.0,17.0,26.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,Required for General Public,Fully in person,3373,0.02757189445597391,0
403,Kansas,Pittsburg State University,286.0,3.0,1.0,1741.0,880.0,818.0,923.0,36.0,851.0,478.0,600.0,438.0,585.0,19.0,24.0,17.0,24.0,17.0,24.0,Mid-America Intercollegiate Athletic Association,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,Required for General Public,Hybrid,6625,0.04316981132075472,0
404,Kansas,Sterling College - KA,52.0,1.0,1.0,637.0,140.0,473.0,164.0,54.0,86.0,470.0,530.0,450.0,520.0,18.0,23.0,16.0,23.0,16.0,24.0,Kansas Collegiate Athletic Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,Required for General Public,Primarily in person,651,0.07987711213517665,1
406,Kansas,University of Saint Mary,47.0,2.0,1.0,587.0,149.0,308.0,279.0,25.0,132.0,490.0,590.0,470.0,540.0,18.0,23.0,17.0,24.0,17.0,24.0,Kansas Collegiate Athletic Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,Required for General Public,Primarily in person,1254,0.037480063795853266,0
408,Kansas,Wichita State University,234.0,4.0,1.0,5720.0,1689.0,2604.0,3116.0,190.0,1533.0,510.0,630.0,520.0,640.0,20.0,27.0,19.0,26.0,19.0,26.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,Required for General Public,Primarily online,15778,0.014830777031309418,0
409,Kentucky,Alice Lloyd College,141.0,1.0,0.0,1149.0,199.0,447.0,702.0,23.0,177.0,420.0,540.0,440.0,520.0,18.0,22.0,18.0,23.0,16.0,22.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Other,644,0.21894409937888198,1
410,Kentucky,Asbury University,18.0,2.0,1.0,876.0,292.0,363.0,513.0,79.0,216.0,540.0,670.0,510.0,660.0,21.0,28.0,20.0,29.0,19.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,1940,0.009278350515463918,0
411,Kentucky,Bellarmine University,277.0,2.0,1.0,3186.0,617.0,1047.0,2139.0,123.0,550.0,540.0,640.0,520.0,620.0,22.0,28.0,22.0,29.0,20.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Hybrid,3369,0.08222024339566637,1
412,Kentucky,Berea College,17.0,2.0,0.0,595.0,413.0,250.0,345.0,62.0,329.0,550.0,660.0,540.0,638.0,23.0,27.0,22.0,29.0,21.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,1673,0.010161386730424387,0
413,Kentucky,Brescia University,28.0,2.0,1.0,1134.0,151.0,383.0,746.0,24.0,134.0,490.0,610.0,510.0,650.0,20.0,26.0,20.0,27.0,17.0,25.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,1015,0.027586206896551724,0
415,Kentucky,Centre College,73.0,2.0,0.0,1690.0,355.0,787.0,903.0,74.0,281.0,570.0,650.0,560.0,730.0,26.0,32.0,26.0,34.0,25.0,30.0,Southern Athletic Association,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily in person,1434,0.05090655509065551,1
417,Kentucky,Eastern Kentucky University,470.0,4.0,1.0,8421.0,2349.0,3206.0,5215.0,197.0,2234.0,490.0,590.0,500.0,580.0,20.0,26.0,20.0,27.0,18.0,25.0,Ohio Valley Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily in person,15815,0.02971862156180841,0
418,Kentucky,Georgetown College,188.0,2.0,1.0,1768.0,316.0,618.0,1150.0,40.0,294.0,530.0,640.0,512.0,640.0,21.0,27.0,21.0,27.0,18.0,26.0,Mid-South Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily in person,1608,0.11691542288557213,1
419,Kentucky,Kentucky Christian University,4.0,1.0,1.0,437.0,215.0,296.0,141.0,37.0,204.0,410.0,500.0,412.0,510.0,17.0,21.0,15.0,21.0,16.0,21.0,Appalachian Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily in person,681,0.005873715124816446,0
420,Kentucky,Kentucky State University,133.0,2.0,1.0,1763.0,525.0,599.0,1143.0,148.0,334.0,450.0,530.0,440.0,530.0,18.0,22.0,16.0,22.0,16.0,21.0,Southern Intercollegiate Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,1778,0.07480314960629922,1
421,Kentucky,Kentucky Wesleyan College,49.0,1.0,1.0,1057.0,245.0,522.0,535.0,46.0,216.0,500.0,610.0,500.0,588.0,20.0,26.0,19.0,27.0,18.0,25.0,Great Midwest Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Hybrid,830,0.05903614457831325,1
423,Kentucky,Midway University,56.0,2.0,1.0,693.0,219.0,244.0,449.0,39.0,188.0,490.0,580.0,470.0,550.0,19.0,23.0,18.0,23.0,17.0,23.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily in person,1668,0.03357314148681055,0
424,Kentucky,Morehead State University,204.0,3.0,1.0,6233.0,1315.0,2098.0,4135.0,67.0,1274.0,480.0,603.0,468.0,620.0,20.0,26.0,20.0,26.0,18.0,25.0,Pioneer Football League,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Hybrid,10195,0.020009808729769495,0
425,Kentucky,Murray State University,502.0,3.0,1.0,6861.0,1421.0,2415.0,4446.0,239.0,1312.0,530.0,630.0,505.0,620.0,21.0,28.0,21.0,30.0,20.0,27.0,Ohio Valley Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily in person,9454,0.05309921726253438,1
426,Kentucky,Northern Kentucky University,119.0,4.0,1.0,5483.0,1950.0,2085.0,3398.0,195.0,1819.0,510.0,600.0,510.0,640.0,20.0,26.0,20.0,27.0,19.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Hybrid,14764,0.008060146301815226,0
428,Kentucky,Spalding University,27.0,2.0,1.0,675.0,139.0,209.0,466.0,13.0,125.0,430.0,580.0,500.0,570.0,17.0,22.0,16.0,22.0,16.0,21.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Hybrid,1758,0.015358361774744027,0
429,Kentucky,Thomas More University,118.0,2.0,1.0,2183.0,378.0,1030.0,1152.0,36.0,343.0,500.0,580.0,510.0,560.0,19.0,25.0,18.0,25.0,18.0,25.0,Mid-South Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Hybrid,2253,0.052374611628939194,1
430,Kentucky,Transylvania University,135.0,1.0,0.0,1598.0,270.0,586.0,1012.0,28.0,217.0,550.0,680.0,530.0,670.0,23.0,30.0,23.0,31.0,21.0,28.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,987,0.13677811550151975,1
432,Kentucky,University of Kentucky,3107.0,5.0,1.0,17981.0,5348.0,7285.0,10696.0,1220.0,4708.0,540.0,650.0,530.0,670.0,22.0,29.0,22.0,32.0,22.0,28.0,Southeastern Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,29182,0.10646974162154753,1
433,Kentucky,University of Louisville,1583.0,5.0,1.0,10226.0,2803.0,4428.0,5798.0,525.0,2801.0,540.0,640.0,530.0,650.0,22.0,29.0,22.0,31.0,21.0,28.0,Atlantic Coast Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,21430,0.07386840877274849,1
435,Kentucky,University of the Cumberlands,154.0,4.0,1.0,2009.0,764.0,923.0,1086.0,132.0,665.0,460.0,580.0,470.0,560.0,18.0,24.0,17.0,24.0,17.0,23.0,Mid-South Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Hybrid,13472,0.011431116389548693,0
436,Kentucky,Western Kentucky University,986.0,4.0,1.0,8019.0,2714.0,2878.0,5141.0,306.0,2573.0,500.0,620.0,490.0,600.0,19.0,27.0,18.0,26.0,20.0,28.0,Conference USA,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,New Service Limits,New Service Limits,Required for General Public,Primarily online,19456,0.05067845394736842,1
437,Louisiana,Centenary College of Louisiana,65.0,1.0,1.0,550.0,172.0,215.0,335.0,39.0,150.0,530.0,630.0,530.0,620.0,22.0,28.0,22.0,30.0,19.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,585,0.1111111111111111,1
438,Louisiana,Dillard University,18.0,2.0,1.0,3572.0,313.0,842.0,2730.0,104.0,245.0,500.0,580.0,480.0,540.0,19.0,23.0,18.0,24.0,16.0,22.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,1309,0.013750954927425516,0
440,Louisiana,Grambling State University,60.0,3.0,1.0,3023.0,874.0,1008.0,2015.0,241.0,689.0,460.0,540.0,450.0,520.0,16.0,20.0,16.0,19.0,15.0,21.0,Southwestern Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,5205,0.011527377521613832,0
441,Louisiana,Louisiana College,76.0,2.0,1.0,706.0,257.0,399.0,307.0,14.0,227.0,460.0,540.0,450.0,520.0,18.0,23.0,18.0,24.0,17.0,23.0,American Southwest Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,1245,0.06104417670682731,1
442,Louisiana,Louisiana State University,1625.0,5.0,1.0,18272.0,6132.0,7843.0,10429.0,838.0,5272.0,550.0,650.0,530.0,660.0,23.0,29.0,23.0,32.0,22.0,27.0,Southeastern Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,30983,0.05244811670916309,1
443,Louisiana,Louisiana State University Alexandria,78.0,2.0,1.0,1510.0,472.0,431.0,1079.0,38.0,434.0,470.0,520.0,470.0,530.0,17.0,22.0,17.0,24.0,16.0,22.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,3164,0.02465233881163085,0
444,Louisiana,"Louisiana State University, Shreveport",82.0,3.0,1.0,687.0,338.0,247.0,440.0,12.0,326.0,493.0,583.0,513.0,590.0,20.0,24.0,21.0,26.0,18.0,23.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,7036,0.011654349061967027,0
445,Louisiana,Louisiana Tech University,599.0,4.0,1.0,4840.0,2050.0,2361.0,2479.0,69.0,1967.0,520.0,610.0,545.0,650.0,22.0,28.0,22.0,29.0,20.0,26.0,Conference USA,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,11909,0.050298093878579225,1
446,Louisiana,Loyola University New Orleans,160.0,2.0,1.0,4394.0,830.0,1328.0,3066.0,346.0,531.0,540.0,650.0,510.0,610.0,22.0,28.0,22.0,31.0,19.0,26.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,4261,0.03754987092231871,0
447,Louisiana,McNeese State University,29.0,3.0,1.0,1899.0,1215.0,802.0,1097.0,130.0,1121.0,510.0,610.0,500.0,630.0,20.0,24.0,20.0,25.0,18.0,24.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,7647,0.0037923368641297243,0
448,Louisiana,Nicholls State University,191.0,3.0,1.0,2477.0,1242.0,1647.0,830.0,31.0,1199.0,480.0,572.0,520.0,600.0,20.0,25.0,18.0,24.0,20.0,26.0,Southland Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,6453,0.029598636293196964,0
452,Louisiana,Tulane University of Louisiana,1344.0,4.0,1.0,5431.0,1821.0,1999.0,3432.0,480.0,1320.0,660.0,750.0,700.0,770.0,31.0,33.0,32.0,35.0,27.0,32.0,American Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,12646,0.10627866519057409,1
454,Louisiana,University of Louisiana at Lafayette,595.0,4.0,1.0,6206.0,2536.0,2470.0,3736.0,114.0,2498.0,510.0,618.0,510.0,650.0,21.0,26.0,21.0,28.0,19.0,25.0,Sun Belt Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,17123,0.03474858377620744,0
456,Louisiana,University of New Orleans,59.0,3.0,1.0,3267.0,935.0,1303.0,1964.0,90.0,872.0,515.0,630.0,500.0,610.0,20.0,25.0,20.0,27.0,18.0,24.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,8151,0.007238375659428291,0
457,Louisiana,Xavier University of Louisiana,54.0,2.0,1.0,5573.0,832.0,1216.0,4357.0,377.0,581.0,510.0,580.0,480.0,580.0,20.0,26.0,20.0,27.0,18.0,25.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,3231,0.016713091922005572,0
460,Maine,Colby College,27.0,2.0,0.0,1314.0,522.0,584.0,730.0,274.0,200.0,680.0,740.0,700.0,780.0,31.0,34.0,32.0,35.0,29.0,33.0,New England Small College Athletic Conference,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,2000,0.0135,0
461,Maine,Husson University,51.0,2.0,1.0,2139.0,591.0,852.0,1287.0,562.0,44.0,480.0,570.0,480.0,570.0,19.0,23.0,15.0,22.0,17.0,23.0,Eastern Collegiate Football Conference,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,3761,0.013560223344855092,0
462,Maine,Maine Maritime Academy,23.0,2.0,1.0,653.0,262.0,532.0,121.0,242.0,33.0,500.0,610.0,510.0,590.0,22.0,26.0,21.0,25.0,18.0,27.0,New England Women's & Men's Athletic Conference,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,997,0.023069207622868605,0
463,Maine,Saint Joseph's College of Maine,29.0,2.0,1.0,1134.0,212.0,395.0,739.0,133.0,11.0,490.0,573.0,498.0,580.0,19.0,23.0,16.0,24.0,16.0,23.0,Not applicable,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,2106,0.013770180436847104,0
465,Maine,University of Maine,133.0,4.0,1.0,11838.0,2140.0,5551.0,6287.0,2002.0,231.0,530.0,630.0,520.0,630.0,21.0,27.0,20.0,26.0,20.0,27.0,Colonial Athletic Association,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,11404,0.011662574535250788,0
467,Maine,University of Maine at Fort Kent,6.0,2.0,1.0,737.0,132.0,264.0,473.0,100.0,6.0,440.0,540.0,440.0,530.0,17.0,19.0,17.0,19.0,16.0,20.0,Not applicable,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,1791,0.0033500837520938024,0
471,Maine,University of New England,54.0,3.0,1.0,4367.0,712.0,1345.0,3022.0,598.0,85.0,520.0,620.0,520.0,610.0,21.0,27.0,20.0,26.0,19.0,26.0,Commonwealth Coast Conference,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,8010,0.006741573033707865,0
472,Maine,University of Southern Maine,54.0,3.0,1.0,4042.0,893.0,1564.0,2478.0,859.0,38.0,480.0,590.0,470.0,570.0,20.0,25.0,19.0,24.0,18.0,25.0,Not applicable,Northeast,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,8140,0.006633906633906634,0
473,Maryland,Bowie State University,75.0,3.0,1.0,3863.0,821.0,1274.0,2589.0,743.0,51.0,440.0,520.0,420.0,510.0,16.0,21.0,15.0,22.0,15.0,19.0,Central Intercollegiate Athletic Association,South,Paused,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,6320,0.011867088607594937,0
474,Maryland,Coppin State University,8.0,2.0,1.0,2739.0,442.0,799.0,1940.0,388.0,38.0,420.0,490.0,400.0,480.0,15.0,21.0,16.0,22.0,15.0,20.0,Other,South,Paused,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,2738,0.0029218407596785976,0
475,Maryland,Frostburg State University,231.0,3.0,1.0,2462.0,740.0,1233.0,1229.0,691.0,112.0,470.0,580.0,450.0,560.0,17.0,23.0,15.0,22.0,16.0,22.0,Mountain East Conference,South,Paused,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,5295,0.04362606232294618,0
476,Maryland,Goucher College,0.0,2.0,1.0,2122.0,342.0,709.0,1413.0,243.0,75.0,530.0,650.0,500.0,610.0,21.0,30.0,22.0,33.0,18.0,27.0,Not applicable,South,Paused,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully online,2267,0.0,0
478,Maryland,Johns Hopkins University,799.0,5.0,1.0,3477.0,1475.0,1603.0,1874.0,920.0,533.0,710.0,760.0,750.0,800.0,33.0,35.0,34.0,36.0,30.0,35.0,Centennial Conference,South,Paused,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully online,26152,0.030552156622820435,0
481,Maryland,Morgan State University,29.0,3.0,1.0,5532.0,1374.0,1786.0,3746.0,1152.0,153.0,340.0,430.0,230.0,410.0,16.0,20.0,15.0,21.0,16.0,19.0,Mid-Eastern Athletic Conference,South,Paused,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully online,7712,0.0037603734439834026,0
